rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
4809,4651399,K07698.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.103,1,0,0,0,q1_q17_dr25_sup_koi,ALL_TRANS_CHASES---MOD_NONUNIQ_ALT,508.807642,0.005272,-0.005272,368.34861,0.00643,-0.00643,2455201.349,0.00643,-0.00643,0.0,0.016,0.444,-0.016,4.495,0.242,-0.242,2127.0,162.0,-162.0,0.041147,0.002428,-0.001838,53.29129,5.10218,-23.62998,LS+MCMC,39.59,10.03,-1.11,1.1612,90.0,595.0,29.54,21.74,-4.11,900.1,86.2,-86.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2346,0.4467,q1_q17_dr25_koi,5.0052147,7.3217716,14.8,1,3.0,1.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.714,Mandel and Agol (2002 ApJ 580 171),004/004651/004651399/dv/kplr004651399-20160209194854_dvr.pdf,004/004651/004651399/dv/kplr004651399-001-20160209194854_dvs.pdf,4893.0,124.0,-112.0,2.454,0.033,-0.03,-0.86,0.35,-0.2,8.811,2.232,-0.248,0.805,0.433,-0.024,q1_q17_dr25_stellar,290.70056,39.799679,15.635,16.465,15.616,15.279,15.045,13.975,13.353,13.291,0.017,19.380031,1.8e-05,39.79941,0.0002,-0.27,0.75,-0.98,0.7,0.0004,0.0021,0.002,0.0023,-0.04,0.19,-0.02,0.18,0.05,0.19,-0.05,0.21,-0.15,0.21,0.15,0.21
5240,11968513,K03587.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,1,0,0,0,q1_q17_dr25_sup_koi,LPP_DV---CENT_KIC_POS,1.036592635,1.9e-07,-1.9e-07,132.089146,0.000164,-0.000164,2454965.089,0.000164,-0.000164,0.0,0.898,0.127,-0.093,2.40749,0.00794,-0.00794,124500.0,320.0,-320.0,0.484781,0.090444,-0.066996,1.17022,0.07518,-0.06576,LS+MCMC,463.05,79.62,-119.4,0.0231,77.19,4194.0,73013.77,32116.38,-35125.08,4.051,0.26,-0.26,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1903,0.5195,q1_q17_dr25_koi,1106.6919,5147.8896,444.7,1,1088.0,1.0,q1_q17_dr25_tce,00011111111111111000000000000000,-1.0,Mandel and Agol (2002 ApJ 580 171),011/011968/011968513/dv/kplr011968513-20160209194854_dvr.pdf,011/011968/011968513/dv/kplr011968513-001-20160209194854_dvs.pdf,4884.0,58.0,-72.0,2.737,0.162,-0.108,-0.28,0.15,-0.15,8.747,1.504,-2.256,1.522,0.201,-0.47,q1_q17_dr25_stellar,294.3616,50.30526,14.441,14.986,14.4,14.208,14.12,13.135,12.713,12.665,,19.624123357,1.8e-08,50.3059314,4.2e-07,0.59863,0.00062,2.4171,0.0015,0.01,0.13,,,-0.406,0.07,-8.394,0.08,8.404,0.081,-0.092,0.067,0.02,0.07,0.094,0.068
6102,4932689,K03453.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---EPHEM_MATCH,18.1118457,0.0003362,-0.0003362,134.7252,0.0173,-0.0173,2454967.725,0.0173,-0.0173,0.0,1.235,70.47,-0.839,6.309,0.691,-0.691,328.7,37.1,-37.1,0.251489,70.4838,-0.836051,0.00577,43.68824,-0.00124,LS+MCMC,31.25,9.07,-3.87,0.1423,74.57,803.0,98.09,84.07,-33.67,4.64,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3103,0.2947,q1_q17_dr25_koi,3.6204839,9.451863,10.8,1,47.0,1.0,q1_q17_dr25_tce,00011011101110111000000000000000,0.0164,Mandel and Agol (2002 ApJ 580 171),004/004932/004932689/dv/kplr004932689-20160209194854_dvr.pdf,004/004932/004932689/dv/kplr004932689-001-20160209194854_dvs.pdf,6434.0,179.0,-246.0,4.394,0.062,-0.188,-0.1,0.25,-0.3,1.138,0.33,-0.141,1.169,0.162,-0.162,q1_q17_dr25_stellar,294.23987,40.012131,15.558,15.949,15.504,15.39,15.33,14.455,14.185,14.083,0.0,19.615454,4.7e-05,39.98737,0.00087,-22.2,2.0,-89.1,3.1,0.00534,0.00047,0.02153,0.00076,-3.787,0.074,-8.252,0.095,9.079,0.083,-3.786,0.074,-8.097,0.078,8.939,0.077
7531,7622059,K06161.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,LPP_DV,10.4032399,2.64e-05,-2.64e-05,138.18443,0.00214,-0.00214,2454971.184,0.00214,-0.00214,0.0,1.296,0.168,-0.188,23.85,0.122,-0.122,1056.2,4.8,-4.8,0.328199,0.166196,-0.180154,0.00075,0.00022,-0.00016,LS+MCMC,51.47,11.14,-12.26,0.0948,37.1,1104.0,350.59,220.19,-170.58,1.625,0.477,-0.477,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3025,0.2923,q1_q17_dr25_koi,14.406635,38.111343,272.8,1,128.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.964,Mandel and Agol (2002 ApJ 580 171),007/007622/007622059/dv/kplr007622059-20160209194854_dvr.pdf,007/007622/007622059/dv/kplr007622059-001-20160209194854_dvs.pdf,6428.0,155.0,-194.0,4.144,0.204,-0.119,-0.42,0.3,-0.3,1.436,0.311,-0.342,1.049,0.162,-0.133,q1_q17_dr25_stellar,295.91998,43.28175,13.272,13.62,13.236,13.122,13.085,12.215,11.938,11.851,0.724,19.727998,6.3e-06,43.281794,8.1e-05,-0.03,0.25,0.16,0.29,1.8e-05,8.6e-05,-2e-05,0.00011,-0.19,0.11,0.17,0.11,0.26,0.11,-0.19,0.11,0.1,0.11,0.21,0.11
7283,5177859,K04246.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.98,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.75630628,9.976e-05,-9.976e-05,132.47009,0.00887,-0.00887,2454965.47,0.00887,-0.00887,0.0,0.371,0.083,-0.371,2.852,0.257,-0.257,81.9,9.5,-9.5,0.008347,0.000473,-0.000654,2.62558,0.66211,-1.59097,LS+MCMC,1.12,0.33,-0.25,0.0844,89.03,982.0,219.87,188.86,-101.36,22.0,5.5,-5.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4096,q1_q17_dr25_koi,4.2088413,9.002639,9.8,2,150.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.4305,Mandel and Agol (2002 ApJ 580 171),005/005177/005177859/dv/kplr005177859-20160209194854_dvr.pdf,005/005177/005177859/dv/kplr005177859-002-20160209194854_dvs.pdf,5839.0,156.0,-174.0,4.279,0.175,-0.175,0.12,0.2,-0.3,1.227,0.36,-0.27,1.044,0.137,-0.125,q1_q17_dr25_stellar,289.07397,40.366009,13.382,13.887,13.322,13.165,13.114,12.197,11.889,11.8,0.006,19.271566,1.6e-05,40.36619,0.00016,-1.32,0.67,0.65,0.59,0.000112,5.8e-05,-5e-05,5.2e-05,0.89,0.27,0.61,0.45,1.08,0.35,0.93,0.27,0.69,0.42,1.15,0.33
1598,8978528,K01874.02,Kepler-329 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,7.41634701,2.752e-05,-2.752e-05,135.85372,0.00301,-0.00301,2454968.854,0.00301,-0.00301,0.0,0.476,0.466,-0.275,2.1362,0.0864,-0.0864,505.5,27.4,-27.4,0.020845,0.000426,-0.001194,4.72946,2.98431,-0.54968,LS+MCMC,1.24,0.07,-0.07,0.0613,88.86,547.0,21.1,4.33,-3.85,23.96,7.6,-7.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1496,0.5738,q1_q17_dr25_koi,4.6012893,18.00418,20.6,2,183.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1591,Mandel and Agol (2002 ApJ 580 171),008/008978/008978528/dv/kplr008978528-20160209194854_dvr.pdf,008/008978/008978528/dv/kplr008978528-002-20160209194854_dvs.pdf,4156.0,83.0,-91.0,4.712,0.027,-0.03,-0.44,0.15,-0.15,0.545,0.03,-0.03,0.559,0.027,-0.034,q1_q17_dr25_stellar,299.26804,45.227428,15.434,16.57,15.357,14.947,14.651,13.513,12.845,12.693,0.005,19.951168,1.6e-05,45.22736,0.00019,-1.32,0.63,-0.27,0.68,0.00083,0.00033,-0.0001,0.00036,-0.13,0.41,-0.36,0.35,0.38,0.39,0.1,0.4,-0.74,0.33,0.75,0.31
7212,8702921,K06187.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,HAS_SEC_TCE,19.38444245,1.379e-05,-1.379e-05,137.214882,0.000594,-0.000594,2454970.215,0.000594,-0.000594,0.0,0.203,0.104,-0.116,20.5899,0.0456,-0.0456,3372.0,5.6,-5.6,0.051572,0.000199,-0.000386,0.0208,0.00145,-0.00076,LS+MCMC,28.3,4.03,-8.72,0.1719,88.44,1185.0,466.04,166.38,-263.61,7.448,0.519,-0.519,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1544,0.578,q1_q17_dr25_koi,31.678837,178.98315,685.3,1,72.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.1672,Mandel and Agol (2002 ApJ 580 171),008/008702/008702921/dv/kplr008702921-20160209194854_dvr.pdf,008/008702/008702921/dv/kplr008702921-001-20160209194854_dvs.pdf,4968.0,49.0,-119.0,3.291,0.195,-0.105,0.3,0.1,-0.2,5.026,0.715,-1.549,1.8,0.2,-0.6,q1_q17_dr25_stellar,296.66501,44.853069,11.98,12.838,11.919,11.612,11.417,10.326,9.839,9.71,,19.77766377,2e-07,44.8530715,2.2e-06,-0.1619,0.0076,0.0055,0.0079,-0.00011,0.00013,,,0.028,0.086,0.03,0.07,0.041,0.075,-0.001,0.079,0.059,0.071,0.059,0.071
275,11449844,K00125.01,Kepler-468 b,CONFIRMED,Done,2018-08-16,FALSE POSITIVE,0.92,0,1,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,38.47876629,4.731e-06,-4.731e-06,151.852812,0.000101,-0.000101,2454984.853,0.000101,-0.000101,0.0,0.003,0.034,-0.003,5.04169,0.00343,-0.00343,23530.0,25.4,-25.4,0.138123,9.7e-05,-7e-05,3.7339,0.00545,-0.01642,LS+MCMC,13.26,1.78,-0.59,0.2213,90.0,484.0,13.01,4.96,-2.04,66.3614,0.0969,-0.0969,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,261.08838,1014.9963,1077.8,1,35.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0,Mandel and Agol (2002 ApJ 580 171),011/011449/011449844/dv/kplr011449844-20160209194854_dvr.pdf,011/011449/011449844/dv/kplr011449844-001-20160209194854_dvs.pdf,5510.0,98.0,-109.0,4.539,0.019,-0.11,0.16,0.15,-0.15,0.879,0.118,-0.039,0.973,0.041,-0.07,q1_q17_dr25_stellar,288.90222,49.370491,13.779,14.332,13.695,13.542,13.475,12.467,12.115,12.029,0.024,19.26014972,2.1e-07,49.370446,2.6e-06,0.0394,0.0075,-0.1583,0.0093,0.0001,0.0018,-0.0003,0.0027,0.004,0.067,-0.014,0.067,0.014,0.067,0.043,0.068,-0.347,0.073,0.349,0.073
2808,3831053,K00388.01,Kepler-1719 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.14955931,1.211e-05,-1.211e-05,169.55182,0.00147,-0.00147,2455002.552,0.00147,-0.00147,0.0,0.368,0.054,-0.368,5.5694,0.0479,-0.0479,333.7,4.4,-4.4,0.016797,0.000143,-0.000416,0.25822,0.06472,-0.03579,LS+MCMC,3.26,0.51,-0.85,0.0674,87.37,1287.0,649.26,295.65,-318.04,8.02,2.0,-2.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2678,0.3958,q1_q17_dr25_koi,7.8731933,63.15533,87.3,1,221.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7962,Mandel and Agol (2002 ApJ 580 171),003/003831/003831053/dv/kplr003831053-20160209194854_dvr.pdf,003/003831/003831053/dv/kplr003831053-001-20160209194854_dvs.pdf,5687.0,114.0,-103.0,3.973,0.21,-0.09,0.04,0.2,-0.15,1.775,0.283,-0.46,1.08,0.123,-0.123,q1_q17_dr25_stellar,284.70691,38.936821,13.644,14.1,13.59,13.448,,12.167,11.858,11.776,0.897,18.9804563,3.7e-06,38.936711,5e-05,-0.15,0.16,-0.4,0.18,-1.1e-05,5e-05,-1.1e-05,5.8e-05,-0.06,0.14,0.06,0.16,0.08,0.15,-0.05,0.13,-0.16,0.16,0.17,0.15
2026,11852982,K00247.01,Kepler-1712 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,13.81504449,2.515e-05,-2.515e-05,181.12621,0.00145,-0.00145,2455014.126,0.00145,-0.00145,0.0,0.868,0.015,-0.639,2.3244,0.0921,-0.0921,1032.6,26.1,-26.1,0.034399,0.000326,-0.005028,1.66032,8.96879,-1.12988,LS+MCMC,1.91,0.13,-0.19,0.0903,88.06,391.0,5.52,1.28,-1.42,25.6,12.6,-12.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3037,0.4224,q1_q17_dr25_koi,8.291335,41.48566,46.7,1,81.0,1.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.788,Mandel and Agol (2002 ApJ 580 171),011/011852/011852982/dv/kplr011852982-20160209194854_dvr.pdf,011/011852/011852982/dv/kplr011852982-001-20160209194854_dvs.pdf,3732.0,75.0,-83.0,4.736,0.052,-0.024,0.02,0.15,-0.15,0.509,0.034,-0.05,0.515,0.039,-0.042,q1_q17_dr25_stellar,284.9986,50.14679,14.216,15.689,14.291,13.585,13.168,12.009,11.342,11.124,0.014,18.9998844,7.2e-06,50.146792,7.1e-05,-0.75,0.25,0.01,0.25,0.00058,0.00026,-0.00018,0.00028,-0.05,0.27,0.0,1.1,0.06,0.83,-0.14,0.12,-0.24,0.15,0.28,0.13
2009,6956014,K00031.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,PLANET_IN_STAR---DEPTH_ODDEVEN_ALT---MOD_ODDEVEN_DV---MOD_ODDEVEN_ALT---CENT_SATURATED,0.925589891,3.653e-06,-3.653e-06,169.69275,0.00319,-0.00319,2455002.693,0.00319,-0.00319,0.0,0.616,0.056,-0.474,1.967,0.117,-0.117,400.8,23.8,-23.8,0.018924,0.011944,-0.001566,0.60784,0.54683,-0.03702,LS+MCMC,50.6,14.85,-5.3,0.0181,78.23,6637.0,460202.18,366069.92,-110815.42,3.02,1.4,-1.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,-0.0005,0.799,q1_q17_dr25_koi,17.20733,135.50293,20.6,1,1443.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0003,Mandel and Agol (2002 ApJ 580 171),006/006956/006956014/dv/kplr006956014-20160209194854_dvr.pdf,006/006956/006956014/dv/kplr006956014-001-20160209194854_dvs.pdf,4094.0,73.0,-55.0,1.627,0.12,-0.12,-0.04,0.15,-0.15,24.488,7.185,-2.566,0.925,0.431,-0.023,q1_q17_dr25_stellar,294.0318,42.468845,10.795,13.26,11.348,,,8.932,8.134,7.938,0.0,19.60212118,9.9e-07,42.468764,1.2e-05,0.023,0.039,-0.288,0.042,-1.2e-05,1e-05,3.6e-05,1.1e-05,0.061,0.076,0.178,0.098,0.189,0.096,0.085,0.093,0.151,0.095,0.173,0.095
9443,11819135,K08067.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB---MOD_SEC_ALT---MOD_ODDEVEN_DV---SEASONAL_DEPTH_DV---CENT_FEW_DIFFS,1.901655058,6.175e-06,-6.175e-06,132.83364,0.00294,-0.00294,2454965.834,0.00294,-0.00294,0.0,1.032,0.102,-0.073,4.6545,0.0376,-0.0376,87321.0,560.0,-560.0,0.483068,0.079902,-0.056719,0.2313,0.01286,-0.01364,LS+MCMC,89.89,26.16,-26.17,0.0331,73.03,2192.0,5467.3,4836.71,-3182.07,3.536,0.197,-0.197,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3264,0.253,q1_q17_dr25_koi,259.41013,1129.1145,190.6,1,87.0,1.0,q1_q17_dr25_tce,00000000010100000000000000000000,0.3468,Mandel and Agol (2002 ApJ 580 171),011/011819/011819135/dv/kplr011819135-20160209194854_dvr.pdf,011/011819/011819135/dv/kplr011819135-001-20160209194854_dvs.pdf,6929.0,216.0,-312.0,4.102,0.214,-0.175,-0.3,0.3,-0.3,1.704,0.496,-0.496,1.343,0.19,-0.253,q1_q17_dr25_stellar,294.45728,50.03027,15.064,15.334,15.02,14.949,14.88,14.022,13.685,13.579,0.0,19.63048412,3.1e-07,50.0302244,2.7e-06,-0.065,0.011,-0.164,0.0098,0.0,0.013,0.003,0.02,0.002,0.067,-0.009,0.067,0.009,0.067,0.029,0.068,-0.075,0.071,0.08,0.071
7789,8394475,K07032.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.914,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,3.64049242,2.123e-05,-2.123e-05,134.96786,0.00506,-0.00506,2454967.968,0.00506,-0.00506,0.0,0.181,0.29,-0.181,1.194,0.176,-0.176,42.1,5.8,-5.8,0.005936,0.000431,-0.000555,17.48299,151.75005,-11.83379,LS+MCMC,0.61,0.09,-0.03,0.0466,89.55,1136.0,393.32,158.33,-60.03,23.1,11.1,-11.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4096,q1_q17_dr25_koi,4.730808,7.847151,9.5,1,365.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2599,Mandel and Agol (2002 ApJ 580 171),008/008394/008394475/dv/kplr008394475-20160209194854_dvr.pdf,008/008394/008394475/dv/kplr008394475-001-20160209194854_dvs.pdf,5745.0,78.0,-86.0,4.503,0.03,-0.12,0.1,0.15,-0.15,0.936,0.143,-0.048,1.017,0.05,-0.074,q1_q17_dr25_stellar,300.42432,44.343601,12.646,13.074,12.591,12.463,12.417,11.554,11.216,11.162,0.912,20.028296,5.1e-05,44.34339,0.00045,0.3,2.0,-0.7,1.6,-2e-05,7.4e-05,7e-06,6.1e-05,0.67,0.92,-0.8,1.2,1.1,1.4,0.6,1.1,-1.3,1.3,1.4,1.3
624,3340070,K01097.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,0,0,0,q1_q17_dr25_sup_koi,,10.9110487,0.0001169,-0.0001169,142.52714,0.00892,-0.00892,2454975.527,0.00892,-0.00892,0.0,0.9761,0.4458,-0.0301,7.033,0.51,-0.51,401.9,26.4,-26.4,0.025025,0.414831,-0.005413,0.00898,0.02018,-0.00544,MCMC,2.36,1.01,-0.18,0.0949,75.06,786.0,90.07,115.22,-22.05,3.84,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2907,0.3494,q1_q16_koi,,,28.3,1,,,,,,Mandel and Agol (2002 ApJ 580 171),,,5903.0,166.0,-170.0,4.546,0.03,-0.304,-0.24,0.28,-0.28,0.864,0.37,-0.068,0.955,0.107,-0.113,stellar_q1_q16,290.89407,38.435032,15.172,15.676,15.119,14.956,14.845,13.995,13.517,13.487,,,,,,,,,,,,,,,,,,,,,,,,,
120,11913073,K00011.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,3.747838198,3.896e-06,-3.896e-06,171.66504,0.000902,-0.000902,2455004.665,0.000902,-0.000902,0.0,1.121,1.104,-0.035,5.0642,0.0445,-0.0445,616.0,5.3,-5.3,0.151387,1.08874,-0.03297,0.00878,0.02086,-0.00049,LS+MCMC,13.65,3.11,-1.04,0.046,53.12,1031.0,266.76,180.49,-62.76,1.868,0.888,-0.888,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2327,0.4526,q1_q17_dr25_koi,14.434505,98.60031,138.2,1,358.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.861,Mandel and Agol (2002 ApJ 580 171),011/011913/011913073/dv/kplr011913073-20160209194854_dvr.pdf,011/011913/011913073/dv/kplr011913073-001-20160209194854_dvs.pdf,5514.0,149.0,-149.0,4.569,0.029,-0.162,-0.04,0.3,-0.3,0.826,0.188,-0.063,0.926,0.075,-0.108,q1_q17_dr25_stellar,291.06152,50.265129,13.496,14.038,13.426,13.264,13.205,12.236,11.891,11.785,0.0,19.4041496,2.9e-06,50.262473,3.5e-05,1.64,0.1,-9.57,0.13,-0.000787,5.1e-05,0.004598,6.5e-05,1.1,0.65,-11.11,0.92,11.17,0.92,1.06,0.64,-11.18,0.92,11.23,0.92
7530,7464205,K06160.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,1,0,0,0,q1_q17_dr25_sup_koi,,151.31847,0.01059,-0.01059,148.9275,0.081,-0.081,2454981.928,0.081,-0.081,0.0,0.3788,0.0973,-0.3786,16.45,2.4,-2.4,105.4,26.7,-26.7,0.009528,0.001689,-0.000922,0.23528,131.75809,0.0,MCMC,1.13,0.4,-0.17,0.5471,89.95,373.0,4.57,4.74,-1.61,65.8,32.9,-32.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2931,0.3409,q1_q16_koi,,,6.0,1,,2.0,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),007/007464/007464205/dv/kplr007464205-20130815195353_dvr.pdf,007/007464/007464205/dv/kplr007464205-002-20130826182306_dvs.pdf,6003.0,152.0,-166.0,4.346,0.124,-0.243,-0.24,0.3,-0.28,1.085,0.388,-0.161,0.954,0.144,-0.104,stellar_q1_q16,296.85583,43.058311,12.744,13.165,12.687,12.563,12.486,11.627,11.389,11.311,0.18,19.790399,3.1e-05,43.05801,0.00035,0.4,1.2,-1.1,1.2,-7e-05,0.00019,0.00017,0.00019,-0.07,0.83,0.8,1.1,0.8,1.2,-0.05,0.89,0.9,1.1,0.9,1.2
3982,6290935,K04302.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.99,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.53312006,7.177e-05,-7.177e-05,132.1648,0.00669,-0.00669,2454965.165,0.00669,-0.00669,0.0,0.299,0.174,-0.299,3.486,0.325,-0.325,53.1,5.0,-5.0,0.006746,0.000452,-0.000308,0.98348,0.57691,-0.47426,LS+MCMC,1.05,0.18,-0.2,0.0622,88.53,1303.0,680.77,309.09,-260.78,11.68,3.4,-3.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3023,0.3153,q1_q17_dr25_koi,2.6966214,10.99513,13.4,1,240.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5587,Mandel and Agol (2002 ApJ 580 171),006/006290/006290935/dv/kplr006290935-20160209194854_dvr.pdf,006/006290/006290935/dv/kplr006290935-001-20160209194854_dvs.pdf,6170.0,83.0,-83.0,4.15,0.168,-0.112,-0.22,0.15,-0.15,1.425,0.248,-0.275,1.047,0.094,-0.078,q1_q17_dr25_stellar,293.68127,41.611969,13.591,13.917,13.554,13.451,13.409,12.588,12.365,12.336,0.796,19.578755,2.7e-05,41.61206,0.00028,0.2,1.1,0.34,1.0,-1e-05,5.9e-05,-1.8e-05,5.4e-05,1.14,0.9,0.12,0.58,1.15,0.92,0.98,0.92,0.12,0.6,0.98,0.94
8785,3545626,K06341.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,9.78184193,,,132.3447759,,,2454965.345,,,,,,,2.3,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,q1_q17_dr24_koi,5.8901644,7.3023095,,1,119.0,1.0,q1_q17_dr24_tce,11111111111111000000000000000,,,003/003545/003545626/dv/kplr003545626-20141002224145_dvr.pdf,003/003545/003545626/dv/kplr003545626-001-20141002224145_dvs.pdf,,,,,,,,,,,,,,,,,291.70047,38.695129,15.198,15.627,15.148,15.015,14.921,14.062,13.803,13.792,0.0,19.446777,4.5e-05,38.69382,0.00058,3.3,1.9,-4.7,2.1,-0.00045,0.00029,0.00068,0.00032,-0.4,1.5,-0.22,0.73,0.5,1.4,-0.5,1.5,-0.94,0.77,1.1,1.5
